Unnamed: 0,title,year,kind,genre,rating,vote,country,language,cast,director,composer,writer,runtime
7623,Golden Dreams 448,2004,movie,Drama,3.2,93933,Canada,French,"Scarlett Johansson, John Smith, Amitabh Bachchan",Christopher Nolan,John Williams,Quentin Tarantino,132
7624,Broken Paths 444,2015,movie,Action,7.6,29493,India,Hindi,"Emma Watson, Chris Evans, John Smith",Rajkumar Hirani,John Williams,Quentin Tarantino,104
7625,Broken Paths 117,2004,tv series,Romance,1.8,13766,Canada,Hindi,"John Smith, Scarlett Johansson, Chris Evans",Christopher Nolan,A R Rahman,Raju Murugan,96
7626,Broken Paths 94,1984,movie,Romance,1.4,13992,USA,Hindi,"Scarlett Johansson, Amitabh Bachchan, Chris Evans",Christopher Nolan,John Williams,Quentin Tarantino,63
7627,Shadow Rise 478,2005,tv series,Thriller,4.8,38004,Australia,Spanish,"John Smith, Amitabh Bachchan, Chris Evans",Rajkumar Hirani,Hans Zimmer,Quentin Tarantino,89
7628,Golden Dreams 486,2019,tv series,Drama,2.6,43174,Australia,French,"Chris Evans, Amitabh Bachchan, Emma Watson",Steven Spielberg,John Williams,Raju Murugan,89
7629,Broken Paths 159,1992,tv series,Romance,1.3,77478,UK,Spanish,"Scarlett Johansson, Emma Watson, John Smith",Christopher Nolan,John Williams,Aaron Sorkin,166
7630,Shadow Rise 175,1989,movie,Action,3.1,41547,Australia,Spanish,"Chris Evans, Amitabh Bachchan, John Smith",Steven Spielberg,A R Rahman,Quentin Tarantino,147
7631,Shadow Rise 352,2006,tv series,Thriller,4.3,79130,Canada,Spanish,"Chris Evans, Emma Watson, John Smith",Rajkumar Hirani,A R Rahman,Quentin Tarantino,165
7632,The Last Journey 42,2023,tv series,Romance,1.6,51845,India,English,"John Smith, Emma Watson, Scarlett Johansson",Steven Spielberg,John Williams,Raju Murugan,145
7633,The Last Journey 207,1984,movie,Action,4.1,80982,USA,Hindi,"Amitabh Bachchan, Chris Evans, Emma Watson",Christopher Nolan,John Williams,Quentin Tarantino,136
7634,Broken Paths 283,1981,movie,Thriller,3.5,3946,USA,French,"John Smith, Emma Watson, Scarlett Johansson",Steven Spielberg,A R Rahman,Quentin Tarantino,82
7635,The Last Journey 288,2003,tv series,Romance,6.6,79122,Australia,Hindi,"Scarlett Johansson, Amitabh Bachchan, Emma Watson",Steven Spielberg,John Williams,Aaron Sorkin,147
7636,Broken Paths 278,1992,movie,Thriller,4.2,2675,UK,English,"Chris Evans, John Smith, Scarlett Johansson",Christopher Nolan,A R Rahman,Raju Murugan,142
7637,Shadow Rise 337,1994,movie,Drama,4.6,40340,India,French,"John Smith, Emma Watson, Scarlett Johansson",Steven Spielberg,A R Rahman,Aaron Sorkin,96
7638,Silent Night 227,2011,movie,Romance,3.8,92034,UK,German,"Emma Watson, Amitabh Bachchan, Scarlett Johansson",Steven Spielberg,Hans Zimmer,Aaron Sorkin,115
7639,The Last Journey 152,1984,tv series,Drama,4.2,42912,Canada,Spanish,"Emma Watson, John Smith, Scarlett Johansson",James Cameron,Hans Zimmer,Raju Murugan,180
7640,The Last Journey 366,2020,movie,Comedy,9.4,92686,USA,English,"Amitabh Bachchan, Scarlett Johansson, Emma Watson",James Cameron,Hans Zimmer,Quentin Tarantino,166
7641,Golden Dreams 229,1989,tv series,Romance,3.2,77551,India,German,"John Smith, Scarlett Johansson, Chris Evans",Steven Spielberg,John Williams,Aaron Sorkin,112
7642,The Last Journey 467,2024,tv series,Comedy,7.3,89262,Canada,German,"John Smith, Amitabh Bachchan, Chris Evans",Christopher Nolan,John Williams,Raju Murugan,81
7643,Silent Night 69,1989,tv series,Thriller,1.6,77938,Australia,German,"Scarlett Johansson, Emma Watson, Chris Evans",Steven Spielberg,A R Rahman,Quentin Tarantino,177
7644,Golden Dreams 270,1983,tv series,Action,7.6,52811,UK,German,"Emma Watson, Scarlett Johansson, Chris Evans",Steven Spielberg,Hans Zimmer,Raju Murugan,64
7645,Golden Dreams 186,2018,tv series,Action,8.5,91602,USA,Hindi,"Emma Watson, Amitabh Bachchan, Scarlett Johansson",Rajkumar Hirani,John Williams,Quentin Tarantino,124
7646,Silent Night 414,2008,movie,Drama,6.6,89994,Australia,French,"John Smith, Chris Evans, Amitabh Bachchan",Steven Spielberg,A R Rahman,Aaron Sorkin,107
7647,The Last Journey 177,2007,movie,Thriller,4.9,45014,India,English,"Scarlett Johansson, Chris Evans, John Smith",Christopher Nolan,A R Rahman,Quentin Tarantino,73
7648,Silent Night 124,1997,tv series,Drama,1.4,97838,India,French,"John Smith, Amitabh Bachchan, Chris Evans",James Cameron,A R Rahman,Aaron Sorkin,115
7649,Golden Dreams 170,1998,movie,Action,8.9,16025,Canada,French,"Chris Evans, Scarlett Johansson, John Smith",Steven Spielberg,Hans Zimmer,Aaron Sorkin,155
7650,Golden Dreams 359,1984,movie,Drama,5.1,39953,India,German,"John Smith, Emma Watson, Scarlett Johansson",James Cameron,A R Rahman,Raju Murugan,134
7651,The Last Journey 442,2019,tv series,Romance,1.9,98244,Australia,English,"Emma Watson, Amitabh Bachchan, Chris Evans",Rajkumar Hirani,A R Rahman,Quentin Tarantino,158
7652,The Last Journey 219,2008,tv series,Comedy,6.7,9941,India,Hindi,"Scarlett Johansson, Amitabh Bachchan, John Smith",Rajkumar Hirani,A R Rahman,Raju Murugan,158
7653,Broken Paths 268,2003,movie,Comedy,1.7,68594,Canada,German,"John Smith, Amitabh Bachchan, Chris Evans",Rajkumar Hirani,Hans Zimmer,Raju Murugan,83
7654,Shadow Rise 8,2022,tv series,Comedy,3.0,78020,USA,French,"Emma Watson, Chris Evans, Amitabh Bachchan",Christopher Nolan,John Williams,Raju Murugan,180
7655,Broken Paths 379,1989,movie,Romance,4.2,17725,India,German,"Emma Watson, John Smith, Chris Evans",James Cameron,John Williams,Quentin Tarantino,94
7656,Broken Paths 393,1999,movie,Action,5.8,82304,India,English,"Chris Evans, Emma Watson, John Smith",Christopher Nolan,A R Rahman,Quentin Tarantino,109
7657,The Last Journey 239,2009,tv series,Comedy,1.6,49250,Canada,Hindi,"Scarlett Johansson, John Smith, Chris Evans",Steven Spielberg,A R Rahman,Aaron Sorkin,135
7658,The Last Journey 433,2011,movie,Romance,2.1,75235,Canada,German,"Chris Evans, Emma Watson, John Smith",Rajkumar Hirani,A R Rahman,Raju Murugan,73
7659,Shadow Rise 302,2007,movie,Thriller,8.8,8413,Canada,French,"Emma Watson, Scarlett Johansson, John Smith",Rajkumar Hirani,Hans Zimmer,Quentin Tarantino,157
7660,Silent Night 489,2002,tv series,Action,8.3,20817,UK,English,"Scarlett Johansson, Emma Watson, John Smith",Rajkumar Hirani,John Williams,Aaron Sorkin,93
7661,The Last Journey 65,1989,tv series,Comedy,6.6,75178,Canada,Hindi,"Amitabh Bachchan, Scarlett Johansson, Chris Evans",Rajkumar Hirani,John Williams,Aaron Sorkin,63
7662,Shadow Rise 150,2016,tv series,Action,1.5,4691,UK,Spanish,"Emma Watson, Amitabh Bachchan, John Smith",Steven Spielberg,Hans Zimmer,Raju Murugan,83
7663,Silent Night 302,2019,tv series,Comedy,3.0,82049,UK,French,"John Smith, Scarlett Johansson, Amitabh Bachchan",Steven Spielberg,Hans Zimmer,Aaron Sorkin,119
7664,Broken Paths 87,2019,movie,Action,4.8,76264,Canada,French,"John Smith, Amitabh Bachchan, Chris Evans",Christopher Nolan,John Williams,Aaron Sorkin,105
7665,Silent Night 418,2018,tv series,Thriller,8.0,1469,India,Hindi,"Chris Evans, John Smith, Emma Watson",Christopher Nolan,John Williams,Quentin Tarantino,117
7666,Broken Paths 80,2003,tv series,Romance,3.1,42932,USA,Spanish,"Amitabh Bachchan, Chris Evans, Scarlett Johansson",James Cameron,John Williams,Aaron Sorkin,94
7667,Silent Night 159,2004,movie,Drama,5.2,90252,Canada,Hindi,"Scarlett Johansson, John Smith, Amitabh Bachchan",Christopher Nolan,A R Rahman,Aaron Sorkin,102
7668,The Last Journey 325,2004,movie,Action,4.7,2118,USA,German,"Scarlett Johansson, Amitabh Bachchan, John Smith",James Cameron,John Williams,Raju Murugan,76
7669,The Last Journey 149,2000,tv series,Comedy,1.6,52292,Canada,Hindi,"Emma Watson, Amitabh Bachchan, Chris Evans",Steven Spielberg,A R Rahman,Raju Murugan,61
7670,Shadow Rise 1,2019,movie,Thriller,5.8,94903,USA,French,"Chris Evans, Amitabh Bachchan, Emma Watson",Rajkumar Hirani,A R Rahman,Raju Murugan,143
7671,Broken Paths 335,2016,movie,Thriller,3.0,87775,Canada,French,"John Smith, Emma Watson, Chris Evans",James Cameron,A R Rahman,Raju Murugan,69
7672,Shadow Rise 207,1983,tv series,Action,5.5,1768,USA,English,"Emma Watson, John Smith, Scarlett Johansson",Rajkumar Hirani,John Williams,Quentin Tarantino,119
7673,Shadow Rise 373,1987,movie,Thriller,6.0,67850,Canada,German,"Amitabh Bachchan, Scarlett Johansson, Chris Evans",Rajkumar Hirani,Hans Zimmer,Raju Murugan,84
7674,The Last Journey 298,1995,tv series,Action,7.7,39060,Canada,Spanish,"Chris Evans, Scarlett Johansson, Emma Watson",James Cameron,Hans Zimmer,Raju Murugan,128
7675,Silent Night 83,2017,tv series,Thriller,2.2,14984,Australia,German,"Amitabh Bachchan, Scarlett Johansson, John Smith",James Cameron,Hans Zimmer,Quentin Tarantino,115
7676,Broken Paths 137,2002,movie,Comedy,5.0,9924,Australia,Hindi,"Scarlett Johansson, John Smith, Chris Evans",Steven Spielberg,Hans Zimmer,Quentin Tarantino,109
7677,Silent Night 58,1992,movie,Comedy,9.2,2506,Australia,German,"Amitabh Bachchan, Emma Watson, Scarlett Johansson",Steven Spielberg,A R Rahman,Raju Murugan,118
7678,Shadow Rise 465,1995,movie,Drama,4.7,99194,USA,German,"Chris Evans, Amitabh Bachchan, John Smith",Steven Spielberg,John Williams,Quentin Tarantino,131
7679,Shadow Rise 425,1985,tv series,Action,3.9,43004,UK,German,"Scarlett Johansson, Emma Watson, Amitabh Bachchan",Steven Spielberg,John Williams,Aaron Sorkin,138
7680,Silent Night 434,2022,movie,Romance,5.1,49545,UK,English,"Emma Watson, Amitabh Bachchan, Scarlett Johansson",Christopher Nolan,A R Rahman,Aaron Sorkin,164
7681,Golden Dreams 232,2009,movie,Comedy,6.9,40186,USA,Spanish,"Emma Watson, Amitabh Bachchan, Chris Evans",James Cameron,A R Rahman,Quentin Tarantino,124
7682,The Last Journey 8,2004,tv series,Thriller,4.3,21971,UK,Hindi,"Chris Evans, Scarlett Johansson, John Smith",James Cameron,A R Rahman,Raju Murugan,109
7683,Silent Night 47,1985,movie,Action,7.8,2358,Canada,Hindi,"Emma Watson, John Smith, Scarlett Johansson",Steven Spielberg,A R Rahman,Raju Murugan,142
7684,The Last Journey 490,2016,movie,Action,9.5,2258,Canada,Spanish,"Emma Watson, John Smith, Scarlett Johansson",Christopher Nolan,John Williams,Aaron Sorkin,61
7685,The Last Journey 438,2019,movie,Comedy,3.8,88296,UK,French,"John Smith, Amitabh Bachchan, Emma Watson",Steven Spielberg,A R Rahman,Raju Murugan,97
7686,Shadow Rise 255,1981,tv series,Drama,5.8,48865,USA,English,"Emma Watson, John Smith, Scarlett Johansson",Rajkumar Hirani,John Williams,Raju Murugan,88
7687,Shadow Rise 59,2012,tv series,Comedy,2.5,55576,USA,French,"Emma Watson, Scarlett Johansson, Chris Evans",Rajkumar Hirani,John Williams,Aaron Sorkin,80
7688,Silent Night 68,1996,tv series,Drama,6.9,46395,USA,Hindi,"Scarlett Johansson, Chris Evans, John Smith",Christopher Nolan,A R Rahman,Raju Murugan,171
7689,The Last Journey 176,2018,movie,Drama,2.4,43765,Canada,German,"John Smith, Emma Watson, Chris Evans",Rajkumar Hirani,A R Rahman,Quentin Tarantino,60
7690,Golden Dreams 442,2008,movie,Thriller,3.0,66014,USA,French,"Amitabh Bachchan, Emma Watson, Chris Evans",Christopher Nolan,John Williams,Raju Murugan,111
7691,Golden Dreams 323,2016,tv series,Comedy,8.7,58799,UK,Hindi,"Emma Watson, John Smith, Amitabh Bachchan",Rajkumar Hirani,A R Rahman,Raju Murugan,103
7692,Shadow Rise 52,2014,movie,Action,5.8,18571,Canada,German,"John Smith, Chris Evans, Scarlett Johansson",Rajkumar Hirani,John Williams,Raju Murugan,106
7693,Golden Dreams 206,1992,tv series,Romance,6.5,15966,Australia,German,"Chris Evans, Scarlett Johansson, John Smith",James Cameron,John Williams,Aaron Sorkin,95
7694,The Last Journey 105,1990,tv series,Romance,9.2,72875,Canada,English,"Emma Watson, Amitabh Bachchan, John Smith",James Cameron,Hans Zimmer,Aaron Sorkin,75
7695,The Last Journey 417,1995,movie,Action,4.6,82007,India,French,"Scarlett Johansson, John Smith, Amitabh Bachchan",Steven Spielberg,A R Rahman,Quentin Tarantino,148
7696,Silent Night 339,1985,tv series,Action,2.8,8435,UK,French,"Scarlett Johansson, Chris Evans, Emma Watson",James Cameron,Hans Zimmer,Quentin Tarantino,174
7697,Silent Night 382,1985,tv series,Drama,5.5,12543,USA,German,"Chris Evans, John Smith, Emma Watson",Rajkumar Hirani,Hans Zimmer,Raju Murugan,173
7698,Silent Night 311,2025,tv series,Drama,7.4,45478,India,German,"Chris Evans, Amitabh Bachchan, Emma Watson",Christopher Nolan,John Williams,Quentin Tarantino,79
7699,Golden Dreams 232,2021,movie,Action,8.5,64888,India,Spanish,"Amitabh Bachchan, Chris Evans, Emma Watson",Steven Spielberg,John Williams,Aaron Sorkin,77
7700,The Last Journey 47,2001,movie,Thriller,7.1,52490,UK,Spanish,"Scarlett Johansson, John Smith, Chris Evans",James Cameron,John Williams,Raju Murugan,65
7701,Golden Dreams 204,1981,movie,Thriller,3.0,37527,Canada,Hindi,"Amitabh Bachchan, John Smith, Chris Evans",Steven Spielberg,John Williams,Quentin Tarantino,173
7702,The Last Journey 459,1994,tv series,Drama,2.1,56743,Canada,Spanish,"Amitabh Bachchan, Chris Evans, John Smith",James Cameron,A R Rahman,Aaron Sorkin,145
7703,The Last Journey 268,2013,tv series,Romance,9.3,29105,India,German,"Emma Watson, Chris Evans, Scarlett Johansson",Steven Spielberg,A R Rahman,Quentin Tarantino,118
7704,Broken Paths 395,1980,movie,Comedy,1.2,62237,UK,English,"Scarlett Johansson, Amitabh Bachchan, Emma Watson",James Cameron,A R Rahman,Raju Murugan,169
7705,Golden Dreams 399,1988,movie,Comedy,4.4,95643,India,English,"John Smith, Amitabh Bachchan, Emma Watson",Christopher Nolan,John Williams,Quentin Tarantino,78
7706,Broken Paths 353,1980,tv series,Thriller,5.0,63130,UK,Spanish,"Scarlett Johansson, Emma Watson, Chris Evans",Christopher Nolan,A R Rahman,Aaron Sorkin,112
7707,The Last Journey 308,2025,tv series,Romance,1.6,55298,India,English,"Chris Evans, John Smith, Scarlett Johansson",Rajkumar Hirani,John Williams,Quentin Tarantino,170
7708,Silent Night 53,2021,movie,Drama,7.3,2963,India,German,"Emma Watson, Scarlett Johansson, John Smith",James Cameron,A R Rahman,Quentin Tarantino,135
7709,The Last Journey 225,2025,movie,Thriller,7.8,39844,Canada,German,"John Smith, Amitabh Bachchan, Emma Watson",James Cameron,Hans Zimmer,Aaron Sorkin,144
7710,The Last Journey 339,1995,tv series,Comedy,5.9,5621,Canada,Spanish,"Amitabh Bachchan, John Smith, Scarlett Johansson",Christopher Nolan,A R Rahman,Quentin Tarantino,145
7711,Shadow Rise 223,1981,movie,Comedy,6.2,50938,India,English,"Chris Evans, Emma Watson, John Smith",James Cameron,A R Rahman,Quentin Tarantino,67
7712,Broken Paths 72,2020,movie,Romance,7.5,47940,USA,Hindi,"Emma Watson, Chris Evans, Amitabh Bachchan",Rajkumar Hirani,John Williams,Quentin Tarantino,67
7713,Broken Paths 372,2014,tv series,Drama,1.6,75462,India,French,"Chris Evans, Scarlett Johansson, Amitabh Bachchan",Christopher Nolan,John Williams,Raju Murugan,161
7714,Shadow Rise 305,2010,tv series,Comedy,8.8,80817,USA,German,"Amitabh Bachchan, John Smith, Chris Evans",Rajkumar Hirani,A R Rahman,Quentin Tarantino,89
7715,Silent Night 182,2007,movie,Thriller,3.4,29611,Canada,French,"John Smith, Scarlett Johansson, Amitabh Bachchan",Steven Spielberg,Hans Zimmer,Raju Murugan,159
7716,Shadow Rise 267,1990,tv series,Comedy,9.2,5298,India,English,"Emma Watson, John Smith, Amitabh Bachchan",Christopher Nolan,Hans Zimmer,Quentin Tarantino,82
7717,Golden Dreams 191,2011,tv series,Drama,3.1,5076,Canada,French,"Emma Watson, Chris Evans, Scarlett Johansson",Christopher Nolan,Hans Zimmer,Raju Murugan,175
7718,Shadow Rise 80,1986,tv series,Comedy,8.3,12178,UK,German,"Scarlett Johansson, Amitabh Bachchan, John Smith",Rajkumar Hirani,Hans Zimmer,Aaron Sorkin,78
7719,Golden Dreams 232,2015,tv series,Drama,6.7,40391,Canada,French,"Amitabh Bachchan, John Smith, Chris Evans",Christopher Nolan,Hans Zimmer,Aaron Sorkin,126
7720,Broken Paths 91,2016,tv series,Thriller,9.5,29553,UK,French,"Scarlett Johansson, Chris Evans, John Smith",Christopher Nolan,Hans Zimmer,Aaron Sorkin,131
7721,Golden Dreams 276,1990,movie,Romance,8.2,80744,USA,Hindi,"John Smith, Chris Evans, Emma Watson",Steven Spielberg,John Williams,Raju Murugan,157
7722,The Last Journey 321,1999,tv series,Drama,3.4,90373,Canada,French,"Emma Watson, Scarlett Johansson, John Smith",Steven Spielberg,Hans Zimmer,Aaron Sorkin,143
7723,Shadow Rise 324,2010,tv series,Comedy,9.5,77719,Australia,French,"Amitabh Bachchan, Emma Watson, Chris Evans",Rajkumar Hirani,A R Rahman,Quentin Tarantino,65
7724,Shadow Rise 382,2006,tv series,Thriller,8.1,10379,Australia,German,"Scarlett Johansson, Emma Watson, John Smith",James Cameron,Hans Zimmer,Aaron Sorkin,152
7725,Silent Night 197,1995,movie,Thriller,8.8,54444,India,German,"Amitabh Bachchan, Scarlett Johansson, Emma Watson",Steven Spielberg,John Williams,Quentin Tarantino,138
7726,The Last Journey 189,1986,movie,Comedy,1.1,41738,India,German,"Amitabh Bachchan, Emma Watson, Chris Evans",Christopher Nolan,Hans Zimmer,Aaron Sorkin,126
7727,Silent Night 328,1993,movie,Comedy,2.9,74030,India,Hindi,"John Smith, Chris Evans, Amitabh Bachchan",Steven Spielberg,Hans Zimmer,Quentin Tarantino,98
7728,Silent Night 135,1997,tv series,Comedy,2.9,91333,Canada,English,"John Smith, Scarlett Johansson, Amitabh Bachchan",Steven Spielberg,A R Rahman,Raju Murugan,120
7729,Broken Paths 1,2005,movie,Drama,7.4,57065,Canada,German,"Chris Evans, Emma Watson, Scarlett Johansson",Rajkumar Hirani,Hans Zimmer,Raju Murugan,115
7730,Silent Night 342,2023,movie,Thriller,5.5,76629,Canada,English,"Emma Watson, John Smith, Scarlett Johansson",Christopher Nolan,John Williams,Raju Murugan,165
7731,Golden Dreams 473,2022,movie,Drama,9.0,70406,UK,Spanish,"Emma Watson, Amitabh Bachchan, Scarlett Johansson",Christopher Nolan,Hans Zimmer,Aaron Sorkin,116
7732,The Last Journey 287,1981,movie,Comedy,3.7,71773,India,Spanish,"Scarlett Johansson, Amitabh Bachchan, Chris Evans",Steven Spielberg,John Williams,Quentin Tarantino,137
7733,Shadow Rise 390,2006,tv series,Romance,8.5,32930,India,Hindi,"John Smith, Scarlett Johansson, Amitabh Bachchan",Christopher Nolan,Hans Zimmer,Quentin Tarantino,136
7734,Shadow Rise 434,2013,movie,Action,5.2,57808,India,English,"Chris Evans, Emma Watson, Scarlett Johansson",Christopher Nolan,John Williams,Aaron Sorkin,161
7735,Broken Paths 104,1986,tv series,Thriller,8.0,39103,UK,English,"Scarlett Johansson, John Smith, Amitabh Bachchan",Rajkumar Hirani,Hans Zimmer,Aaron Sorkin,120
7736,Shadow Rise 104,1990,movie,Action,4.7,9878,USA,French,"Scarlett Johansson, Chris Evans, Emma Watson",Christopher Nolan,A R Rahman,Aaron Sorkin,75
7737,Broken Paths 283,2002,tv series,Romance,4.7,772,Canada,French,"Emma Watson, Amitabh Bachchan, Chris Evans",Steven Spielberg,John Williams,Aaron Sorkin,61
7738,Golden Dreams 482,1986,tv series,Comedy,7.8,231,UK,Hindi,"Scarlett Johansson, Amitabh Bachchan, John Smith",James Cameron,Hans Zimmer,Quentin Tarantino,152
7739,Golden Dreams 408,2012,tv series,Action,6.0,39159,USA,Hindi,"Scarlett Johansson, Amitabh Bachchan, Chris Evans",Rajkumar Hirani,A R Rahman,Aaron Sorkin,109
7740,Shadow Rise 462,2023,tv series,Romance,6.4,49766,India,English,"Emma Watson, John Smith, Chris Evans",Steven Spielberg,John Williams,Aaron Sorkin,160
7741,Broken Paths 143,2000,movie,Thriller,7.4,57906,Canada,Spanish,"Scarlett Johansson, Amitabh Bachchan, Chris Evans",Rajkumar Hirani,Hans Zimmer,Raju Murugan,70
7742,Golden Dreams 424,2002,movie,Action,6.6,93197,Australia,German,"Amitabh Bachchan, Emma Watson, Scarlett Johansson",Rajkumar Hirani,John Williams,Raju Murugan,140
7743,Shadow Rise 90,1981,tv series,Romance,9.4,32704,UK,Spanish,"Scarlett Johansson, Amitabh Bachchan, Chris Evans",Christopher Nolan,A R Rahman,Raju Murugan,128
7744,Silent Night 128,1988,tv series,Thriller,8.6,89565,UK,English,"Chris Evans, Emma Watson, Amitabh Bachchan",James Cameron,Hans Zimmer,Quentin Tarantino,160
7745,Golden Dreams 388,2009,tv series,Romance,6.7,9123,Canada,English,"John Smith, Chris Evans, Amitabh Bachchan",Christopher Nolan,A R Rahman,Raju Murugan,144
